Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,570486,-,-,-,21.17,-101.7,-6,1892,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2019,1,1,0,30,0,0,0,0,0,0,7,5.300000000000001,174.98,0,0.16,1,1.8,18,68.14,10.9,812,0.0000,0.0000,N/A
2019,1,1,1,30,0,0,0,0,0,0,0,4.9,170.6,0,0.16,1,1.8,35,69.86,10.200000000000001,812,0.0000,0.0000,N/A
2019,1,1,2,30,0,0,0,0,0,0,0,4.7,156.84,0,0.16,1.1,1.8,49,72.19,9.5,811,0.0000,0.0000,N/A
2019,1,1,3,30,0,0,0,0,0,0,0,4.6000000000000005,143.06,0,0.16,1.1,1.8,59,74.84,8.8,811,0.0000,0.0000,N/A
2019,1,1,4,30,0,0,0,0,0,0,0,4.4,129.37,0,0.16,1.1,1.8,66,76.44,8.3,811,0.0000,0.0000,N/A
2019,1,1,5,30,0,0,0,0,0,0,0,4.2,115.83,0,0.16,1.1,1.7000000000000002,69,76.01,8.200000000000001,811,0.0000,0.0000,N/A
2019,1,1,6,30,0,0,0,0,0,0,0,4.1000000000000005,102.54,0,0.16,1.1,1.7000000000000002,68,74.83,8.3,812,0.0000,0.0000,N/A
2019,1,1,7,30,7,7,7,12,127,14,7,4.3,89.27,43,0.16,1.3,1.7000000000000002,68,67.1,10.100000000000001,813,0.0000,0.0000,N/A
2019,1,1,8,30,46,688,198,46,688,198,0,5.5,77.2,0,0.16,1.3,1.7000000000000002,66,58.49,13.5,813,9.5184,7.2853,N/A
2019,1,1,9,30,61,862,414,61,862,414,0,4.800000000000001,65.79,0,0.16,1,1.7000000000000002,164,43.69,17.3,814,21.9512,17.0746,N/A
2019,1,1,10,30,238,358,439,70,936,596,7,5.2,55.84,0,0.16,1.3,1.7000000000000002,263,37.52,20.200000000000003,813,24.7445,19.3652,N/A
2019,1,1,11,30,273,261,447,76,974,724,6,5.7,48.29,0,0.16,1.6,1.7000000000000002,264,35.68,21.5,813,25.9798,20.3825,N/A
2019,1,1,12,30,333,344,579,79,989,785,7,5.800000000000001,44.42,0,0.16,1.5,1.7000000000000002,271,35.12,21.900000000000002,812,34.0601,26.7456,N/A
2019,1,1,13,30,141,846,737,79,985,773,0,5.7,45.18,0,0.16,1.3,1.7000000000000002,283,34.910000000000004,21.900000000000002,811,43.2590,33.9636,N/A
2019,1,1,14,30,198,653,615,77,960,689,7,5.7,50.36,0,0.16,1.3,1.7000000000000002,294,35.22,21.700000000000003,810,35.4815,27.8212,N/A
2019,1,1,15,30,187,491,441,72,905,541,7,5.7,58.79,0,0.16,1.3,1.7000000000000002,298,37.09,20.900000000000002,810,24.4811,19.1330,N/A
2019,1,1,16,30,130,376,263,62,796,343,7,7.1000000000000005,69.3,0,0.16,1.1,1.7000000000000002,300,45.4,19.200000000000003,810,13.5478,10.5002,N/A
2019,1,1,17,30,59,57,68,42,542,126,7,10.8,81.04,100,0.16,1,1.7000000000000002,301,62.730000000000004,18,811,0.0000,0.0000,N/A
2019,1,1,18,30,0,0,0,0,0,0,7,9.1,93.68,0,0.16,1.5,1.7000000000000002,311,72.61,13.9,812,0.0000,0.0000,N/A
2019,1,1,19,30,0,0,0,0,0,0,7,8.200000000000001,106.74000000000001,0,0.16,1.6,1.7000000000000002,324,74.28,12.700000000000001,812,0.0000,0.0000,N/A
2019,1,1,20,30,0,0,0,0,0,0,7,8,120.12,0,0.16,1.6,1.6,339,75.92,12.100000000000001,812,0.0000,0.0000,N/A
2019,1,1,21,30,0,0,0,0,0,0,7,7.9,133.72,0,0.16,1.4000000000000001,1.6,179,76.81,11.8,812,0.0000,0.0000,N/A
2019,1,1,22,30,0,0,0,0,0,0,7,8,147.45000000000002,0,0.16,1.3,1.6,27,80,11.3,812,0.0000,0.0000,N/A
2019,1,1,23,30,0,0,0,0,0,0,6,8.1,161.25,0,0.16,1.3,1.6,57,83.3,10.8,812,0.0000,0.0000,N/A
2019,1,2,0,30,0,0,0,0,0,0,7,8.200000000000001,174.91,0,0.16,1.4000000000000001,1.6,79,86.88,10.3,812,0.0000,0.0000,N/A
2019,1,2,1,30,0,0,0,0,0,0,7,8.4,170.72,0,0.16,1.3,1.6,90,92.98,9.5,812,0.0000,0.0000,N/A
2019,1,2,2,30,0,0,0,0,0,0,7,8.5,156.95000000000002,0,0.16,1.1,1.6,89,99.51,8.6,812,0.0000,0.0000,N/A
2019,1,2,3,30,0,0,0,0,0,0,7,8.200000000000001,143.16,0,0.16,1.1,1.6,81,100,8.200000000000001,812,0.0000,0.0000,N/A
2019,1,2,4,30,0,0,0,0,0,0,7,8.1,129.46,0,0.16,1.1,1.6,74,100,8.1,812,0.0000,0.0000,N/A
2019,1,2,5,30,0,0,0,0,0,0,7,8.200000000000001,115.92,0,0.16,1.3,1.6,69,100,8.200000000000001,812,0.0000,0.0000,N/A
2019,1,2,6,30,0,0,0,0,0,0,7,8.3,102.61,0,0.16,1.6,1.5,70,98.44,8.5,813,0.0000,0.0000,N/A
2019,1,2,7,30,7,18,7,11,67,12,0,8.1,89.32000000000001,43,0.16,2.2,1.4000000000000001,82,91.27,9.5,814,0.0000,0.0000,N/A
2019,1,2,8,30,65,541,184,64,567,189,0,8.3,77.25,29,0.16,2.4000000000000004,1.4000000000000001,100,79.04,11.8,814,8.8425,6.7674,N/A
2019,1,2,9,30,135,488,335,83,797,409,7,8.4,65.82000000000001,0,0.16,2.4000000000000004,1.4000000000000001,131,65.9,14.700000000000001,814,17.7583,13.8129,N/A
2019,1,2,10,30,260,132,334,89,903,596,6,8.1,55.84,0,0.16,3,1.4000000000000001,162,55.22,17.2,813,18.8261,14.7334,N/A
2019,1,2,11,30,326,211,466,97,945,726,6,7.9,48.26,0,0.16,3.6,1.4000000000000001,184,49.59,18.7,812,27.0869,21.2511,N/A
2019,1,2,12,30,331,315,556,103,952,784,7,7.9,44.35,0,0.16,3.9000000000000004,1.5,211,46.57,19.700000000000003,811,32.7136,25.6886,N/A
2019,1,2,13,30,345,286,547,107,938,769,7,7.9,45.07,0,0.16,4.2,1.6,233,45.36,20.1,811,32.1171,25.2165,N/A
2019,1,2,14,30,104,902,681,98,917,685,0,7.7,50.230000000000004,0,0.16,4.2,1.6,242,45.38,19.900000000000002,811,39.3082,30.8230,N/A
2019,1,2,15,30,89,862,537,84,877,540,0,7.5,58.65,0,0.16,3.7,1.6,245,46.21,19.400000000000002,811,29.8334,23.3177,N/A
2019,1,2,16,30,120,431,273,69,774,344,7,7.7,69.16,0,0.16,2.5,1.6,252,52.03,17.7,811,14.0801,10.9146,N/A
2019,1,2,17,30,54,209,87,45,521,127,4,9.9,80.9,100,0.16,1.6,1.6,258,64.79,16.5,811,0.0000,0.0000,N/A
2019,1,2,18,30,0,0,0,0,0,0,7,9.4,93.55,0,0.17,1.4000000000000001,1.6,268,75.56,13.600000000000001,812,0.0000,0.0000,N/A
2019,1,2,19,30,0,0,0,0,0,0,0,8.8,106.61,0,0.17,1.6,1.7000000000000002,276,77.04,12.700000000000001,812,0.0000,0.0000,N/A
2019,1,2,20,30,0,0,0,0,0,0,0,7.9,120,0,0.17,1.7000000000000002,1.7000000000000002,286,77.03,11.8,813,0.0000,0.0000,N/A
2019,1,2,21,30,0,0,0,0,0,0,0,7.2,133.6,0,0.17,1.5,1.7000000000000002,294,76.89,11.100000000000001,813,0.0000,0.0000,N/A
2019,1,2,22,30,0,0,0,0,0,0,0,7,147.34,0,0.17,1.3,1.6,299,77.83,10.700000000000001,813,0.0000,0.0000,N/A
2019,1,2,23,30,0,0,0,0,0,0,7,6.7,161.15,0,0.17,1.2000000000000002,1.6,302,78.79,10.200000000000001,813,0.0000,0.0000,N/A
2019,1,3,0,30,0,0,0,0,0,0,7,6.1000000000000005,174.83,0,0.17,1.1,1.5,304,77.87,9.8,812,0.0000,0.0000,N/A
2019,1,3,1,30,0,0,0,0,0,0,7,5.7,170.84,0,0.17,1.1,1.5,307,76.64,9.600000000000001,812,0.0000,0.0000,N/A
2019,1,3,2,30,0,0,0,0,0,0,6,5.6000000000000005,157.05,0,0.17,1,1.5,314,77.47,9.3,812,0.0000,0.0000,N/A
2019,1,3,3,30,0,0,0,0,0,0,7,5.2,143.26,0,0.17,1,1.4000000000000001,332,76.39,9.1,812,0.0000,0.0000,N/A
