Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,570486,-,-,-,21.17,-101.7,-6,1892,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2018,1,1,15,30,104,817,528,104,817,528,0,5.9,58.76,0,0.16,2,1.6,102,37.550000000000004,20.900000000000002,815,29.3156,22.9117,N/A
2018,1,1,16,30,91,672,329,91,672,329,0,5.800000000000001,69.26,0,0.16,1.5,1.7000000000000002,85,40.36,19.6,815,16.9535,13.1405,N/A
2018,1,1,17,30,58,378,117,58,378,117,0,8,81,0,0.16,1.2000000000000002,1.7000000000000002,75,50.5,18.5,815,0.0000,0.0000,N/A
2018,1,1,18,30,0,0,0,0,0,0,0,7.9,93.64,0,0.16,1.9000000000000001,1.7000000000000002,69,66.42,14.100000000000001,816,0.0000,0.0000,N/A
2018,1,1,19,30,0,0,0,0,0,0,0,7.1000000000000005,106.71000000000001,0,0.16,2.8000000000000003,1.7000000000000002,74,69.39,12.600000000000001,816,0.0000,0.0000,N/A
2018,1,1,20,30,0,0,0,0,0,0,0,6.7,120.09,0,0.16,3.7,1.6,80,73.67,11.200000000000001,816,0.0000,0.0000,N/A
2018,1,1,21,30,0,0,0,0,0,0,0,6.4,133.69,0,0.16,3.9000000000000004,1.6,85,78.65,9.9,817,0.0000,0.0000,N/A
2018,1,1,22,30,0,0,0,0,0,0,0,6.1000000000000005,147.42000000000002,0,0.16,3.6,1.6,88,83.2,8.8,817,0.0000,0.0000,N/A
2018,1,1,23,30,0,0,0,0,0,0,0,5.800000000000001,161.23,0,0.16,3.2,1.6,89,86.03,8,816,0.0000,0.0000,N/A
2018,1,2,0,30,0,0,0,0,0,0,0,5.5,174.89000000000001,0,0.16,2.9000000000000004,1.6,89,87.97,7.4,816,0.0000,0.0000,N/A
2018,1,2,1,30,0,0,0,0,0,0,0,5.300000000000001,170.75,0,0.16,2.6,1.6,88,89.55,6.9,816,0.0000,0.0000,N/A
2018,1,2,2,30,0,0,0,0,0,0,0,5.1000000000000005,156.98,0,0.16,2.5,1.6,86,90.72,6.5,815,0.0000,0.0000,N/A
2018,1,2,3,30,0,0,0,0,0,0,0,5,143.19,0,0.16,2.3000000000000003,1.6,81,92.42,6.1000000000000005,815,0.0000,0.0000,N/A
2018,1,2,4,30,0,0,0,0,0,0,0,4.9,129.48,0,0.16,2.1,1.6,78,93.04,5.9,815,0.0000,0.0000,N/A
2018,1,2,5,30,0,0,0,0,0,0,0,4.800000000000001,115.94,0,0.16,2.1,1.7000000000000002,79,93.3,5.800000000000001,816,0.0000,0.0000,N/A
2018,1,2,6,30,0,0,0,0,0,0,0,4.800000000000001,102.63,0,0.16,2.2,1.7000000000000002,78,91.96000000000001,6,817,0.0000,0.0000,N/A
2018,1,2,7,30,12,42,12,12,42,12,0,4.9,89.34,0,0.16,2.6,1.7000000000000002,85,85.06,7.2,817,0.0000,0.0000,N/A
2018,1,2,8,30,79,451,178,79,451,178,0,5.5,77.27,0,0.16,2.8000000000000003,1.6,99,73.9,9.9,817,8.5531,6.5457,N/A
2018,1,2,9,30,106,697,391,106,697,391,0,6.4,65.83,0,0.16,2.3000000000000003,1.6,118,61.34,13.700000000000001,817,20.7253,16.1205,N/A
2018,1,2,10,30,119,814,576,119,814,576,0,6.6000000000000005,55.84,0,0.16,1.6,1.6,154,48.03,17.7,817,32.4666,25.4086,N/A
2018,1,2,11,30,124,874,706,124,874,706,0,6.2,48.25,0,0.16,1.4000000000000001,1.6,198,39.230000000000004,20.5,816,41.0386,32.1971,N/A
2018,1,2,12,30,125,901,770,125,901,770,0,5.800000000000001,44.33,0,0.16,1.5,1.6,228,34.97,22,815,45.3074,35.5781,N/A
2018,1,2,13,30,124,897,758,124,897,758,0,5.7,45.04,0,0.16,1.5,1.6,253,33.38,22.6,814,44.5099,34.9468,N/A
2018,1,2,14,30,123,861,674,123,861,674,0,5.6000000000000005,50.19,0,0.16,1.6,1.6,274,33.15,22.6,813,38.9100,30.5110,N/A
2018,1,2,15,30,118,780,524,118,780,524,0,5.5,58.620000000000005,0,0.16,1.6,1.6,280,33.69,22.200000000000003,813,29.1160,22.7573,N/A
2018,1,2,16,30,96,656,330,96,656,330,0,5.5,69.12,0,0.16,1.3,1.6,276,36.74,20.8,813,17.0259,13.1987,N/A
2018,1,2,17,30,59,381,119,59,381,119,0,8.4,80.87,0,0.16,1,1.6,274,47.82,19.8,813,0.0000,0.0000,N/A
2018,1,2,18,30,0,0,0,0,0,0,0,8.1,93.51,0,0.16,1,1.6,280,57.620000000000005,16.5,813,0.0000,0.0000,N/A
2018,1,2,19,30,0,0,0,0,0,0,0,7.800000000000001,106.58,0,0.16,1.1,1.6,283,59.95,15.5,813,0.0000,0.0000,N/A
2018,1,2,20,30,0,0,0,0,0,0,4,7.5,119.97,0,0.16,1.1,1.7000000000000002,284,62.02,14.700000000000001,814,0.0000,0.0000,N/A
2018,1,2,21,30,0,0,0,0,0,0,3,7.300000000000001,133.57,0,0.16,1.1,1.7000000000000002,287,64.37,13.9,814,0.0000,0.0000,N/A
2018,1,2,22,30,0,0,0,0,0,0,4,7.1000000000000005,147.31,0,0.16,1,1.7000000000000002,292,66.67,13.200000000000001,814,0.0000,0.0000,N/A
2018,1,2,23,30,0,0,0,0,0,0,4,6.9,161.12,0,0.16,1,1.7000000000000002,296,68.42,12.600000000000001,814,0.0000,0.0000,N/A
2018,1,3,0,30,0,0,0,0,0,0,0,6.7,174.82,0,0.16,0.9,1.7000000000000002,301,69.79,12,814,0.0000,0.0000,N/A
2018,1,3,1,30,0,0,0,0,0,0,0,6.4,170.87,0,0.16,0.9,1.7000000000000002,312,71.87,11.3,814,0.0000,0.0000,N/A
2018,1,3,2,30,0,0,0,0,0,0,0,6.300000000000001,157.08,0,0.16,0.9,1.7000000000000002,333,75.27,10.5,814,0.0000,0.0000,N/A
2018,1,3,3,30,0,0,0,0,0,0,0,6.300000000000001,143.28,0,0.16,1,1.7000000000000002,178,79.18,9.700000000000001,814,0.0000,0.0000,N/A
2018,1,3,4,30,0,0,0,0,0,0,0,6.2,129.57,0,0.16,1.1,1.7000000000000002,23,83.09,8.9,814,0.0000,0.0000,N/A
2018,1,3,5,30,0,0,0,0,0,0,0,6,116.02,0,0.16,1.3,1.6,40,86.09,8.200000000000001,815,0.0000,0.0000,N/A
2018,1,3,6,30,0,0,0,0,0,0,0,5.800000000000001,102.71000000000001,0,0.16,1.6,1.6,48,85.71000000000001,8,815,0.0000,0.0000,N/A
2018,1,3,7,30,11,57,12,11,57,12,0,5.6000000000000005,89.39,0,0.16,2.5,1.6,54,78.01,9.200000000000001,816,0.0000,0.0000,N/A
2018,1,3,8,30,74,456,174,70,508,182,0,5.800000000000001,77.31,17,0.16,3.2,1.6,58,64.84,12.200000000000001,816,8.3588,6.3965,N/A
2018,1,3,9,30,96,736,397,96,736,397,0,6,65.85,0,0.16,3.1,1.5,60,52.14,15.8,817,21.0401,16.3651,N/A
2018,1,3,10,30,109,843,582,109,843,582,0,5.800000000000001,55.83,0,0.16,2.7,1.5,60,42.08,19,816,32.8063,25.6746,N/A
2018,1,3,11,30,117,891,711,117,891,711,0,6,48.21,0,0.16,2.3000000000000003,1.5,54,38.03,20.8,815,41.3348,32.4299,N/A
2018,1,3,12,30,125,905,773,125,905,773,0,6.1000000000000005,44.25,0,0.16,2,1.5,41,35.76,21.900000000000002,814,45.4942,35.7255,N/A
2018,1,3,13,30,140,862,750,124,901,762,0,6,44.92,0,0.16,1.9000000000000001,1.6,29,34.53,22.400000000000002,813,44.0556,34.5910,N/A
2018,1,3,14,30,116,878,680,116,878,680,0,5.9,50.06,0,0.16,1.9000000000000001,1.6,21,34.11,22.5,813,39.2752,30.7986,N/A
2018,1,3,15,30,103,824,534,103,824,534,0,5.7,58.47,0,0.16,1.9000000000000001,1.6,17,34.61,22,813,29.6960,23.2124,N/A
2018,1,3,16,30,85,709,339,85,709,339,0,5.4,68.98,0,0.16,1.6,1.6,22,37.29,20.5,813,17.5115,13.5774,N/A
2018,1,3,17,30,61,79,74,54,439,125,4,7.4,80.73,100,0.16,1.4000000000000001,1.6,29,45.67,19.400000000000002,813,0.0000,0.0000,N/A
2018,1,3,18,30,0,0,0,0,0,0,7,7.7,93.38,0,0.16,2,1.5,58,61.31,15.100000000000001,814,0.0000,0.0000,N/A
2018,1,3,19,30,0,0,0,0,0,0,0,6.7,106.45,0,0.16,2.9000000000000004,1.5,67,63.38,13.5,815,0.0000,0.0000,N/A
2018,1,3,20,30,0,0,0,0,0,0,0,5.7,119.84,0,0.16,3.7,1.5,73,65.57000000000001,11.9,815,0.0000,0.0000,N/A
2018,1,3,21,30,0,0,0,0,0,0,0,5.1000000000000005,133.45,0,0.16,3.9000000000000004,1.5,77,70.32000000000001,10.3,816,0.0000,0.0000,N/A
2018,1,3,22,30,0,0,0,0,0,0,0,4.7,147.20000000000002,0,0.16,3.7,1.5,79,74.07000000000001,9.1,816,0.0000,0.0000,N/A
2018,1,3,23,30,0,0,0,0,0,0,0,4.3,161.02,0,0.16,3.5,1.5,80,76.52,8.200000000000001,816,0.0000,0.0000,N/A
2018,1,4,0,30,0,0,0,0,0,0,0,4,174.74,0,0.16,3.1,1.5,83,78.51,7.5,816,0.0000,0.0000,N/A
2018,1,4,1,30,0,0,0,0,0,0,0,3.8000000000000003,170.99,0,0.16,2.6,1.5,85,80.55,6.9,815,0.0000,0.0000,N/A
2018,1,4,2,30,0,0,0,0,0,0,0,3.6,157.19,0,0.16,2.2,1.4000000000000001,82,83.58,6.2,815,0.0000,0.0000,N/A
2018,1,4,3,30,0,0,0,0,0,0,0,3.5,143.38,0,0.16,1.9000000000000001,1.4000000000000001,76,85.55,5.7,815,0.0000,0.0000,N/A
2018,1,4,4,30,0,0,0,0,0,0,0,3.4000000000000004,129.66,0,0.16,1.8,1.4000000000000001,68,87.74,5.300000000000001,815,0.0000,0.0000,N/A
2018,1,4,5,30,0,0,0,0,0,0,0,3.4000000000000004,116.10000000000001,0,0.16,1.7000000000000002,1.4000000000000001,63,89.49,5,815,0.0000,0.0000,N/A
2018,1,4,6,30,0,0,0,0,0,0,0,3.4000000000000004,102.77,0,0.16,1.8,1.3,61,89.58,5,815,0.0000,0.0000,N/A
2018,1,4,7,30,10,37,10,12,70,13,0,3.5,89.44,17,0.16,2.5,1.3,64,81.55,6.4,816,0.0000,0.0000,N/A
2018,1,4,8,30,65,559,187,65,559,187,0,3.7,77.35000000000001,0,0.16,2.9000000000000004,1.3,70,66.85,9.600000000000001,816,8.9811,6.8722,N/A
2018,1,4,9,30,86,781,405,86,781,405,0,4.4,65.87,0,0.16,2.2,1.3,82,53.09,13.8,817,21.4608,16.6920,N/A
2018,1,4,10,30,97,883,593,97,883,593,0,4.800000000000001,55.82,0,0.16,1.3,1.3,113,42.15,17.8,816,33.4280,26.1612,N/A
2018,1,4,11,30,103,932,725,103,932,725,0,4.9,48.160000000000004,0,0.16,1,1.3,177,36.49,20.3,816,42.1558,33.0744,N/A
2018,1,4,12,30,106,950,788,106,950,788,0,5,44.160000000000004,0,0.16,1.4000000000000001,1.3,231,33.57,21.700000000000003,815,46.3889,36.4286,N/A
2018,1,4,13,30,107,946,778,107,946,778,0,4.9,44.800000000000004,0,0.16,1.9000000000000001,1.3,249,32.19,22.3,814,45.7164,35.8958,N/A
2018,1,4,14,30,104,915,693,104,915,693,0,4.7,49.910000000000004,0,0.16,2.3000000000000003,1.3,258,31.67,22.400000000000002,813,40.0481,31.4060,N/A
2018,1,4,15,30,100,843,543,100,843,543,0,4.5,58.33,0,0.16,2.5,1.3,263,31.85,22,813,30.2195,23.6232,N/A
2018,1,4,16,30,84,724,345,84,724,345,0,4.3,68.83,0,0.16,1.9000000000000001,1.3,267,34.71,20.400000000000002,813,17.8446,13.8381,N/A
2018,1,4,17,30,55,455,129,55,455,129,0,7.1000000000000005,80.59,0,0.16,1.4000000000000001,1.3,269,45.5,19.200000000000003,813,0.0000,0.0000,N/A
2018,1,4,18,30,0,0,0,0,0,0,0,6.7,93.24,0,0.16,1.2000000000000002,1.3,273,55.61,15.5,814,0.0000,0.0000,N/A
2018,1,4,19,30,0,0,0,0,0,0,0,5.9,106.32000000000001,0,0.16,1.2000000000000002,1.3,272,55.15,14.8,814,0.0000,0.0000,N/A
2018,1,4,20,30,0,0,0,0,0,0,0,5.4,119.72,0,0.16,1.2000000000000002,1.3,267,56.24,14,815,0.0000,0.0000,N/A
2018,1,4,21,30,0,0,0,0,0,0,0,5.1000000000000005,133.33,0,0.16,1.2000000000000002,1.3,262,58.47,13.100000000000001,815,0.0000,0.0000,N/A
2018,1,4,22,30,0,0,0,0,0,0,0,5,147.09,0,0.16,1.2000000000000002,1.3,257,62.39,12,815,0.0000,0.0000,N/A
2018,1,4,23,30,0,0,0,0,0,0,0,5,160.92000000000002,0,0.16,1.2000000000000002,1.3,253,66.46000000000001,11,815,0.0000,0.0000,N/A
2018,1,5,0,30,0,0,0,0,0,0,0,5,174.67000000000002,0,0.16,1.2000000000000002,1.3,248,69.98,10.200000000000001,815,0.0000,0.0000,N/A
2018,1,5,1,30,0,0,0,0,0,0,0,5,171.11,0,0.16,1.2000000000000002,1.3,246,74.24,9.4,815,0.0000,0.0000,N/A
2018,1,5,2,30,0,0,0,0,0,0,0,5.300000000000001,157.29,0,0.16,1.2000000000000002,1.3,247,78.59,8.8,815,0.0000,0.0000,N/A
2018,1,5,3,30,0,0,0,0,0,0,0,5.6000000000000005,143.47,0,0.16,1.1,1.4000000000000001,255,81.16,8.6,815,0.0000,0.0000,N/A
2018,1,5,4,30,0,0,0,0,0,0,0,5.800000000000001,129.74,0,0.16,0.9,1.4000000000000001,269,82.4,8.6,815,0.0000,0.0000,N/A
2018,1,5,5,30,0,0,0,0,0,0,0,5.9,116.17,0,0.16,0.7000000000000001,1.3,294,82.60000000000001,8.700000000000001,815,0.0000,0.0000,N/A
2018,1,5,6,30,0,0,0,0,0,0,0,6,102.84,0,0.16,0.5,1.3,156,82.91,8.700000000000001,816,0.0000,0.0000,N/A
2018,1,5,7,30,12,87,13,12,87,13,0,5.9,89.49,0,0.16,0.6000000000000001,1.3,23,75.87,10,816,0.0000,0.0000,N/A
2018,1,5,8,30,56,614,190,56,614,190,0,6.300000000000001,77.38,0,0.16,0.7000000000000001,1.2000000000000002,164,63.08,13.200000000000001,817,9.1235,6.9808,N/A
2018,1,5,9,30,74,825,411,74,825,411,0,6,65.88,0,0.16,1.6,1.2000000000000002,273,47.83,17.2,817,21.7771,16.9379,N/A
2018,1,5,10,30,83,920,600,83,920,600,0,5.5,55.81,0,0.16,2.6,1.2000000000000002,264,38.75,20,817,33.8242,26.4714,N/A
2018,1,5,11,30,87,968,733,87,968,733,0,5.4,48.11,0,0.16,2.8000000000000003,1.2000000000000002,270,34.92,21.5,817,42.6282,33.4455,N/A
2018,1,5,12,30,88,988,798,88,988,798,0,4.800000000000001,44.06,0,0.16,2.8000000000000003,1.2000000000000002,273,31.51,22.6,816,46.9908,36.9021,N/A
2018,1,5,13,30,108,937,774,86,989,789,0,4.2,44.67,0,0.16,2.7,1.2000000000000002,279,29.3,23.1,815,45.4984,35.7257,N/A
2018,1,5,14,30,82,968,707,82,968,707,0,3.7,49.76,0,0.16,2.6,1.2000000000000002,291,27.92,23.3,814,40.8795,32.0593,N/A
2018,1,5,15,30,75,918,559,75,918,559,0,3.3000000000000003,58.17,0,0.16,2.5,1.2000000000000002,305,27.900000000000002,22.8,814,31.1368,24.3422,N/A
2018,1,5,16,30,71,774,352,63,818,360,0,3,68.68,0,0.16,1.8,1.2000000000000002,318,30.12,21.200000000000003,814,18.2302,14.1395,N/A
2018,1,5,17,30,43,577,139,43,577,139,0,7,80.44,0,0.16,1.1,1.2000000000000002,324,43.230000000000004,19.900000000000002,814,0.0000,0.0000,N/A
2018,1,5,18,30,0,0,0,0,0,0,0,5.7,93.10000000000001,0,0.15,1.2000000000000002,1.1,344,51.03,15.8,815,0.0000,0.0000,N/A
2018,1,5,19,30,0,0,0,0,0,0,0,5.300000000000001,106.19,0,0.15,1.3,1.1,178,56.08,13.9,815,0.0000,0.0000,N/A
2018,1,5,20,30,0,0,0,0,0,0,0,5,119.60000000000001,0,0.15,1.5,1.1,17,60.71,12.4,816,0.0000,0.0000,N/A
2018,1,5,21,30,0,0,0,0,0,0,0,4.7,133.22,0,0.15,1.7000000000000002,1.1,36,64.49,11.100000000000001,816,0.0000,0.0000,N/A
2018,1,5,22,30,0,0,0,0,0,0,0,4.5,146.98,0,0.15,1.9000000000000001,1,48,69,9.9,816,0.0000,0.0000,N/A
2018,1,5,23,30,0,0,0,0,0,0,0,4.5,160.81,0,0.15,2,1,52,74.29,8.8,816,0.0000,0.0000,N/A
2018,1,6,0,30,0,0,0,0,0,0,0,4.5,174.6,0,0.15,1.9000000000000001,1,54,79.62,7.800000000000001,816,0.0000,0.0000,N/A
2018,1,6,1,30,0,0,0,0,0,0,0,4.5,171.22,0,0.15,1.7000000000000002,1,54,83.26,7.1000000000000005,816,0.0000,0.0000,N/A
2018,1,6,2,30,0,0,0,0,0,0,0,4.4,157.39000000000001,0,0.15,1.5,0.9,51,86.91,6.4,816,0.0000,0.0000,N/A
2018,1,6,3,30,0,0,0,0,0,0,0,4.2,143.56,0,0.15,1.3,0.9,44,89.07000000000001,5.9,816,0.0000,0.0000,N/A
2018,1,6,4,30,0,0,0,0,0,0,0,4,129.83,0,0.15,1.3,0.9,39,90.01,5.5,816,0.0000,0.0000,N/A
2018,1,6,5,30,0,0,0,0,0,0,0,3.6,116.24000000000001,0,0.15,1.3,0.9,39,90.31,5.1000000000000005,816,0.0000,0.0000,N/A
2018,1,6,6,30,0,0,0,0,0,0,0,3.2,102.9,0,0.15,1.4000000000000001,0.8,40,87.79,5.1000000000000005,817,0.0000,0.0000,N/A
2018,1,6,7,30,13,120,14,13,120,14,0,2.8000000000000003,89.52,0,0.15,2.4000000000000004,0.8,43,74.31,7.1000000000000005,817,0.0000,0.0000,N/A
2018,1,6,8,30,47,707,201,47,707,201,0,2.9000000000000004,77.41,0,0.15,3.1,0.8,46,57.07,11.100000000000001,818,9.6500,7.3832,N/A
2018,1,6,9,30,60,903,429,60,903,429,0,2.9000000000000004,65.89,0,0.15,3.1,0.7000000000000001,45,42.46,15.600000000000001,818,22.7291,17.6781,N/A
2018,1,6,10,30,65,988,621,65,988,621,0,0.9,55.78,0,0.15,3.1,0.7000000000000001,46,29.04,19.400000000000002,818,35.0131,27.4022,N/A
2018,1,6,11,30,70,1028,757,70,1028,757,0,0.1,48.04,0,0.15,2.9000000000000004,0.7000000000000001,47,24.13,21.400000000000002,817,44.0343,34.5493,N/A
2018,1,6,12,30,71,1043,822,71,1043,822,0,-0.5,43.95,0,0.15,2.7,0.7000000000000001,42,21.6,22.5,816,48.4189,38.0244,N/A
2018,1,6,13,30,71,1041,813,71,1041,813,0,-1,44.53,0,0.15,2.7,0.7000000000000001,30,19.95,23.200000000000003,815,47.8102,37.5420,N/A
2018,1,6,14,30,87,973,717,69,1020,730,0,-1.4000000000000001,49.61,0,0.15,2.6,0.7000000000000001,23,19.37,23.200000000000003,815,41.4802,32.5318,N/A
2018,1,6,15,30,109,814,540,67,969,580,0,-1.8,58.02,0,0.15,2.5,0.7000000000000001,25,19.55,22.6,814,30.1027,23.5355,N/A
2018,1,6,16,30,67,800,360,57,873,377,0,-1.9000000000000001,68.53,0,0.15,1.8,0.7000000000000001,30,22.13,20.5,814,18.6685,14.4819,N/A
2018,1,6,17,30,41,641,149,41,641,149,0,3.9000000000000004,80.3,0,0.15,1.2000000000000002,0.7000000000000001,31,37.12,18.900000000000002,814,0.0000,0.0000,N/A
2018,1,6,18,30,0,0,0,0,0,0,0,3.2,92.96000000000001,0,0.15,1.4000000000000001,0.7000000000000001,34,49.31,13.600000000000001,815,0.0000,0.0000,N/A
2018,1,6,19,30,0,0,0,0,0,0,0,2.5,106.06,0,0.15,1.6,0.7000000000000001,45,52.730000000000004,11.9,816,0.0000,0.0000,N/A
2018,1,6,20,30,0,0,0,0,0,0,0,2.3000000000000003,119.47,0,0.15,1.9000000000000001,0.8,58,56.54,10.600000000000001,816,0.0000,0.0000,N/A
2018,1,6,21,30,0,0,0,0,0,0,3,2.5,133.1,0,0.15,2.3000000000000003,0.8,68,61.75,9.5,816,0.0000,0.0000,N/A
2018,1,6,22,30,0,0,0,0,0,0,0,3.4000000000000004,146.87,0,0.15,2.5,0.8,75,70.09,8.5,816,0.0000,0.0000,N/A
2018,1,6,23,30,0,0,0,0,0,0,0,4.5,160.71,0,0.15,2.3000000000000003,0.8,78,80.52,7.6000000000000005,816,0.0000,0.0000,N/A
2018,1,7,0,30,0,0,0,0,0,0,0,5.2,174.53,0,0.15,2.1,0.8,80,89.05,6.9,816,0.0000,0.0000,N/A
2018,1,7,1,30,0,0,0,0,0,0,0,5.4,171.34,0,0.15,1.9000000000000001,0.8,80,94.78,6.2,815,0.0000,0.0000,N/A
2018,1,7,2,30,0,0,0,0,0,0,0,5.2,157.48,0,0.15,1.8,0.8,82,96.02,5.800000000000001,815,0.0000,0.0000,N/A
2018,1,7,3,30,0,0,0,0,0,0,0,4.800000000000001,143.65,0,0.15,1.9000000000000001,0.8,83,94.44,5.6000000000000005,815,0.0000,0.0000,N/A
2018,1,7,4,30,0,0,0,0,0,0,0,4.2,129.9,0,0.15,2.1,0.7000000000000001,83,89.96000000000001,5.7,815,0.0000,0.0000,N/A
2018,1,7,5,30,0,0,0,0,0,0,0,3.6,116.31,0,0.15,2,0.7000000000000001,83,86.12,5.7,815,0.0000,0.0000,N/A
2018,1,7,6,30,0,0,0,0,0,0,0,3,102.95,0,0.15,1.8,0.7000000000000001,84,81.74,5.9,815,0.0000,0.0000,N/A
2018,1,7,7,30,13,92,14,13,92,14,0,2.7,89.56,0,0.15,1.9000000000000001,0.7000000000000001,92,72.06,7.4,816,0.0000,0.0000,N/A
2018,1,7,8,30,56,648,197,56,648,197,0,3.1,77.44,0,0.15,2,0.8,103,60.71,10.4,816,9.4563,7.2346,N/A
2018,1,7,9,30,67,873,424,67,873,424,0,2.9000000000000004,65.89,0,0.15,1.4000000000000001,0.8,103,45.79,14.4,816,22.4641,17.4721,N/A
2018,1,7,10,30,72,968,617,72,968,617,0,2,55.75,0,0.15,1,0.8,208,33.8,18.2,816,34.7926,27.2300,N/A
2018,1,7,11,30,77,1009,753,77,1009,753,0,0.8,47.97,0,0.15,1.6,0.8,310,26.18,20.900000000000002,815,43.8119,34.3754,N/A
